"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-21",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-22",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-23",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-24",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-25",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-26",,"0.03",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-27",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-28",,"0.90",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-29",,"0.02",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-30",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-05-31",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-01",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-02",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-03",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-04",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-09",,"0.00",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-10",,"0.02",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-14",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-15",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-16",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-17",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-18",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-19",,"0.53",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-20",,"0.38",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-21",,"0.03",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-22",,"0.01",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-25",,"1.31",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-06-26",,"1.70",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-03",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-04",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-05",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-06",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-07",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-08",,"0.12",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-09",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-10",,"1.23",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-11",,"0.21",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-12",,"0.41",,,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-14",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-07-15",,"0.00","0.0",,,
"US1ILSG0064","SPRINGFIELD 1.6 WNW, IL US","2021-09-21",,"1.27",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-03-11",,"0.35",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-03-12",,"0.05",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-03-15",,"0.15",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-03-18",,"1.79",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-03-24",,"0.36",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-03-28",,"0.26",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-04-08",,"1.01",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-04-20",,"0.04",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-03",,"0.12",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-04",,"0.74",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-05",,"0.17",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-16",,"0.03",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-17",,"0.84",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-18",,"1.19",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-26",,"0.47",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-28",,"0.41",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-05-29",,"0.49",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-06-07",,"0.08",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-06-08",,"0.03",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-06-26",,"1.33",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-06-27",,"0.86",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-06-28",,"0.45",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-06-29",,"0.02",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-06-30",,"0.15",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-07-08",,"0.14",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-07-10",,"2.24",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-07-11",,"0.47",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-07-12",,"0.85",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-07-13",,"2.64",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-07-16",,"1.28",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-07-17",,"0.22",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-08-01",,"0.30",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-08-09",,"3.63",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-08-10",,"0.19",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-08-13",,"0.49",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-08-22",,"0.14",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-08-25",,"0.25",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-08-26",,"0.00","0.0",,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-09-01",,"1.43",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-09-04",,"0.20",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-09-05",,"0.77",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-09-21",,"1.25",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-09-25",,"0.14",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-03",,"0.09",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-04",,"0.54",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-07",,"0.11",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-09",,"0.01",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-12",,"1.01",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-14",,"0.59",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-15",,"0.19",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-16",,"0.20",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-21",,"0.04",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-24",,"0.85",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-25",,"1.20",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-10-28",,"0.64",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-11-11",,"0.16",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-11-12",,"0.10",,,,
"US1ILSG0065","WILLIAMSVILLE 0.4 ESE, IL US","2021-11-21",,"0.06",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-01",,"0.26",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-02",,"0.36",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-03",,"0.13","1.5",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-04",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-05",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-06",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-07",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-08",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-09",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-10",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-11",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-12",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-13",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-14",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-15",,"0.09","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-16",,"0.04","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-17",,"0.02","0.1",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-18",,"0.01","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-19",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-20",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-21",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-22",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-23",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-24",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-25",,"0.11","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-26",,"0.26","0.5",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-27",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-28",,"0.15","2.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-29",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-30",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-01-31",,"1.21","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-01",,"0.04","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-02",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-03",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-04",,"0.01",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-05",,"0.44","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-06",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-07",,"0.04","0.5",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-08",,"0.04","0.5",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-09",,"0.03","0.3",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-10",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-11",,"0.03","0.5",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-12",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-13",,"0.03","1.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-14",,"0.00","0.2",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-15",,"0.05","1.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-16",,"0.29","5.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-17",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-18",,"0.03","1.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-19",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-20",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-21",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-22",,"0.01",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-23",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-24",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-25",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-26",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-27",,"0.00",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-02-28",,"0.64",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-01",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-02",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-03",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-04",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-05",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-06",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-07",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-08",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-09",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-10",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-11",,"0.38",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-12",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-13",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-14",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-15",,"0.26",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-16",,"0.30",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-17",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-18",,"1.87",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-19",,"0.32",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-20",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-21",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-22",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-23",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-24",,"0.49",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-25",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-26",,"0.64",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-27",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-28",,"0.20",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-29",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-30",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-03-31",,"0.01",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-01",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-02",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-03",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-04",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-05",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-06",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-07",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-08",,"0.69",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-09",,"0.05",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-10",,"0.17",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-11",,"0.96",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-12",,"0.08",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-13",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-14",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-15",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-16",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-17",,"0.00",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-18",,"0.02",,,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-19",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-20",,"0.00","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-21",,"0.32","0.0",,,
"US1ILSG0011","CHATHAM 1.4 ESE, IL US","2021-04-22",,"0.00","0.0",,,
